job_title,job_date,comp_name,comp_type,comp_size,eco_activity,region,contract,job_post_id,exper,gender,job_date_gregorian,salary,benefits_extracted,experience_categories
فني أشعة,03/05/1444,مجمع الهلال الفضي الطبي العام,خاص,صغيرة فئة ب,الخدمات الطبية بالمصحات المتخصصة ومراكز إعادة التأهيل والصحة الوقائية,المنطقة الشرقية,دوام كامل,20202026311328,0,إناث,2022-11-27 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
فني دعم تقنية معلومات,03/05/1444,شركة الدور التنفيذية لخدمات الاعاشة,خاص,صغيرة فئة ب,تشغيل خدمات تقديم الطعام في المرافق الرياضية وما شابهها على أساس إمتياز محدد,الرياض,دوام كامل,20202026311252,0,إناث,2022-11-27 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
صيدلي,03/05/1444,شركة ليفا الطبية (شركة شخص واحد),خاص,صغيرة فئة أ,البيع بالتجزئة لمستحضرات التجميل وصابون الزينة,الرياض,دوام كامل,20202026311139,0,ذكور وإناث,2022-11-27 00:00:00,8000.0,لا يوجد بدلات,خريجون جدد
معلم ثانوي اجتماعيات,03/05/1444,شركه الرشد التعليميه المحدوده,خاص,متوسطة فئة ب,التعليم الابتدائي للطلاب بمنهج وطني,الرياض,دوام كامل,20202026311081,0,ذكور,2022-11-27 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
معلم ثانوي كيمياء,03/05/1444,شركه الرشد التعليميه المحدوده,خاص,متوسطة فئة ب,التعليم الابتدائي للطلاب بمنهج وطني,الرياض,دوام كامل,20202026311060,0,ذكور,2022-11-27 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
فني جودة,03/05/1444,الشركة العربية السعودية لصناعة مواد التعبئة سابن,خاص,متوسطة فئة ج,صناعة الأوعية المعدنية المستخدمة في نقل وتعبئة السلع ، يشمل ( البراميل وحاويات النفايات والمخلفات والدلاء والصناديق والعلب ... الخ ),المنطقة الشرقية,دوام كامل,20202026311029,0,ذكور وإناث,2022-11-27 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
مدخل بيانات,03/05/1444,مكتب سريع للخدمات العامة,خاص,صغيرة فئة أ,أنشطة تعقيب المعاملات,الباحة,دوام كامل,20202026310910,0,إناث,2022-11-27 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مساعد طب بيطري,03/05/1444,شركة مجموعة زيد الحسين واخوانة للمقاولات,خاص,عملاقة,الإنشاءات العامة للمباني السكنية,الرياض,دوام كامل,20202026310906,0,ذكور وإناث,2022-11-27 00:00:00,5500.0,لا يوجد بدلات,خريجون جدد
بائع مأكولات ومشروبات,02/05/1444,شركة الأطعمة الفاخرة المحدودة,خاص,صغيرة فئة ب,المطاعم مع الخدمة,المنطقة الشرقية,دوام كامل,20202026310730,0,ذكور وإناث,2022-11-26 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
موظف استقبال,02/05/1444,شركة مركز خدمات الدانه الحديثه للولائم والحفلات,خاص,صغيرة فئة ب,تشغيل المقاصف والكفتيريات على أساس إمتياز محدد ، يشمل ( المقاصف والكفتيريات في المصانع والمكاتب والمستشفيات والمدارس .. الخ ),المنطقة الشرقية,دوام كامل,20202026310622,0,إناث,2022-11-26 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مهندس معماري داخلي,01/05/1444,شركة رتاج المسكن المحدودة (شركة شخص واحد),خاص,صغيرة فئة ب,أعمال وتركيب الديكورات المختلفة,الرياض,دوام كامل,20202026310544,0,ذكور وإناث,2022-11-25 00:00:00,4000.0,يوجد بدلات,خريجون جدد
مطور مواقع الكترونية,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310455,4,ذكور وإناث,2022-11-24 00:00:00,8500.0,لا يوجد بدلات,ذوي خبرة
مطور برامج,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310452,4,ذكور وإناث,2022-11-24 00:00:00,8500.0,لا يوجد بدلات,ذوي خبرة
أخصائي مبيعات,03/05/1444,شركة التقنية الأساسية للتجارة,خاص,صغيرة فئة ب,صيانة برمجيات وتصميم صفحات المواقع,الرياض,دوام كامل,20202026310442,2,ذكور وإناث,2022-11-27 00:00:00,5500.0,يوجد بدلات,ذوي خبرة
أخصائي إدارة شبكات,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310439,4,ذكور وإناث,2022-11-24 00:00:00,10000.0,لا يوجد بدلات,ذوي خبرة
بائع مأكولات ومشروبات,30/04/1444,شركة سول المتقدمة المحدودة,خاص,متوسطة فئة ج,المطاعم مع الخدمة,الباحة,دوام كامل,20202026310435,0,ذكور وإناث,2022-11-24 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
محلل أمن نظم,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310434,4,ذكور وإناث,2022-11-24 00:00:00,10000.0,لا يوجد بدلات,ذوي خبرة
بائع مأكولات ومشروبات,30/04/1444,مقهى الفصل الخامس لتقديم المشروبات,خاص,متوسطة فئة أ,غير معروف,عسير,دوام كامل,20202026310433,0,ذكور,2022-11-24 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
بائع مأكولات ومشروبات,30/04/1444,مقهى الفصل الخامس لتقديم المشروبات,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,الباحة,دوام كامل,20202026310431,0,ذكور,2022-11-24 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
مدير قواعد بيانات,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310430,4,ذكور وإناث,2022-11-24 00:00:00,10000.0,لا يوجد بدلات,ذوي خبرة
أخصائي أمن بيانات,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310428,0,ذكور وإناث,2022-11-24 00:00:00,7000.0,لا يوجد بدلات,خريجون جدد
نادل,30/04/1444,شركة سول المتقدمة المحدودة,خاص,متوسطة فئة ج,المطاعم مع الخدمة,الباحة,دوام كامل,20202026310427,0,ذكور وإناث,2022-11-24 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
نادل,30/04/1444,مقهى الفصل الخامس لتقديم المشروبات,خاص,متوسطة فئة أ,بيع الأغذية والمشروبات بالتجزئة في الأكشاك والأسواق,الباحة,دوام كامل,20202026310425,0,ذكور وإناث,2022-11-24 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
مهندس شبكات,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310402,4,ذكور وإناث,2022-11-24 00:00:00,9500.0,لا يوجد بدلات,ذوي خبرة
مهندس شبكات,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310392,4,ذكور وإناث,2022-11-24 00:00:00,9500.0,لا يوجد بدلات,ذوي خبرة
مدير أنظمة تقنية معلومات,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310383,4,ذكور وإناث,2022-11-24 00:00:00,10000.0,لا يوجد بدلات,ذوي خبرة
بائع,30/04/1444,شركة وسيف التجارية,خاص,صغيرة فئة أ,بيع المشروبات بالتجزئة في المتاجر المتخصصة,مكة المكرمة,دوام كامل,20202026310369,0,ذكور وإناث,2022-11-24 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
أخصائي حوسبة سحابية,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310364,4,ذكور وإناث,2022-11-24 00:00:00,11000.0,لا يوجد بدلات,ذوي خبرة
أخصائي خوادم,30/04/1444,شركه العرض المتقن للخدمات التجارية شركة مساهمة سعودية مقفلة,خاص,عملاقة,التسجيل لتقديم خدمات الحوسبة السحابية,المنطقة الشرقية,دوام كامل,20202026310359,7,ذكور وإناث,2022-11-24 00:00:00,11000.0,لا يوجد بدلات,ذوي خبرة
نادل,30/04/1444,شركة الأطعمة الفاخرة المحدودة,خاص,صغيرة فئة ب,المطاعم مع الخدمة,المنطقة الشرقية,دوام كامل,20202026310280,0,ذكور وإناث,2022-11-24 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
مساعد طبيب أسنان,14/05/1444,مجمع أطباء العناية الطبي شركة شخص واحد,خاص,صغيرة فئة ب,المجمعات الطبية العامة,مكة المكرمة,دوام كامل,20202026334277,0,إناث,2022-12-08 00:00:00,6000.0,يوجد بدلات,خريجون جدد
فني شبكات تقنية معلومات,14/05/1444,مؤسسة احسان محمد محمدصالح ريس لتقنية المعلومات,خاص,صغيرة فئة أ,تصميم وبرمجة البرمجيات الخاصة,مكة المكرمة,دوام كامل,20202026334192,2,ذكور,2022-12-08 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
حارس أمن,14/05/1444,شركة آشي وبشناق للمقاولات شركة مساهمة مقفلة,خاص,كبيرة,الإنشاءات العامة للمباني السكنية,مكة المكرمة,دوام كامل,20202026334176,2,ذكور,2022-12-08 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
أمين مخزن,14/05/1444,مؤسسه مياسم الزهور فرع مؤسسه الشاره الخضراء التجاريه,خاص,صغيرة فئة ب,البيع بالجملة للنباتات الخارجية,مكة المكرمة,دوام كامل,20202026333991,0,ذكور وإناث,2022-12-08 00:00:00,4750.0,لا يوجد بدلات,خريجون جدد
أخصائي اضطرابات تخاطب,14/05/1444,مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,خاص,متوسطة فئة ب,التعليم الابتدائي المختلط، يشمل مدارس الجاليات,مكة المكرمة,دوام كامل,20202026333966,2,ذكور وإناث,2022-12-08 00:00:00,5500.0,لا يوجد بدلات,ذوي خبرة
معلم ابتدائي,14/05/1444,مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,خاص,متوسطة فئة ب,التعليم الابتدائي المختلط، يشمل مدارس الجاليات,مكة المكرمة,دوام كامل,20202026333920,2,ذكور وإناث,2022-12-08 00:00:00,5500.0,لا يوجد بدلات,ذوي خبرة
أخصائي اضطرابات تخاطب,14/05/1444,مدرسة جده العالميه لتعليم المنهج الامريكي فرع شركة الفراس ال,خاص,متوسطة فئة ب,التعليم الابتدائي المختلط، يشمل مدارس الجاليات,مكة المكرمة,دوام كامل,20202026333761,2,ذكور وإناث,2022-12-08 00:00:00,7000.0,لا يوجد بدلات,ذوي خبرة
محاسب,14/05/1444,مؤسسة جبل تهوي لتقديم الوجبات,خاص,صغيرة فئة ب,المطاعم مع الخدمة,مكة المكرمة,دوام كامل,20202026333726,4,ذكور وإناث,2022-12-08 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
مساعد رعاية مرضى,14/05/1444,مجمع أطباء العناية الطبي شركة شخص واحد,خاص,صغيرة فئة ب,المجمعات الطبية العامة,مكة المكرمة,دوام كامل,20202026333116,0,إناث,2022-12-08 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
مشرف تنظيف وتدبير,13/05/1444,شقق دار خيال للوحدات السكنية,خاص,صغيرة فئة أ,المجمعات الطبية العامة,مكة المكرمة,دوام كامل,20202026332854,0,إناث,2022-12-07 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع مجوهرات,13/05/1444,مؤسسة معاذ مشهور محمد القحطاني للذهب والمجوهرات,خاص,صغيرة فئة ب,البيع بالتجزئة للمعادن الثمينة والأحجار الكريمة,مكة المكرمة,دوام كامل,20202026332835,0,ذكور,2022-12-07 00:00:00,4000.0,يوجد بدلات,خريجون جدد
سائق سيارة,13/05/1444,شركة التشغيل المتقدم للإستثمار (شركة شخص واحد),خاص,صغيرة فئة أ,تأجير زوارق المتعة مع بحارتها ، يشمل ( تأجير زوارق رحلات الصيد ),مكة المكرمة,دوام كامل,20202026332694,0,ذكور وإناث,2022-12-07 00:00:00,4500.0,يوجد بدلات,خريجون جدد
بائع,13/05/1444,مطعم موائد الشرق لتقديم الوجبات,خاص,صغيرة فئة ب,المطاعم مع الخدمة,نجران,دوام كامل,20202026332645,0,ذكور,2022-12-07 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي خدمة عملاء,13/05/1444,شركة واصل لنقل الطرود شركة شخص واحد,خاص,صغيرة فئة ب,نقل الطرود (محلي),مكة المكرمة,دوام كامل,20202026332370,2,إناث,2022-12-07 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
كاتب علاقات حكومية,13/05/1444,شركة واصل لنقل الطرود شركة شخص واحد,خاص,صغيرة فئة ب,نقل الطرود (محلي),مكة المكرمة,دوام كامل,20202026332354,0,ذكور,2022-12-07 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
بائع,13/05/1444,شركة المذاق الزاكي للتجارة,خاص,متوسطة فئة ج,تنظيف المباني الجديدة بعد الإنشاء,نجران,دوام كامل,20202026332280,0,ذكور وإناث,2022-12-07 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
كاتب موارد بشرية,13/05/1444,شركة توينا للماكولات البحرية,خاص,صغيرة فئة أ,إدارة عمليات الصيانة والتشغيل في المباني والمرافق التابعة لھا,مكة المكرمة,دوام كامل,20202026332104,0,ذكور وإناث,2022-12-07 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مساعد إداري,13/05/1444,مؤسسة عزيزه عبدالرحمن احمد الحربي للمقاولات,خاص,صغيرة فئة ب,نقل وتوزيع المياه,مكة المكرمة,دوام كامل,20202026332089,0,ذكور وإناث,2022-12-07 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مهندس معماري,13/05/1444,مؤسسة بيبا لادوات ومواد السلامة,خاص,متوسطة فئة أ,تركيب وصيانة أجهزة ومعدات الإطفاء,المنطقة الشرقية,دوام كامل,20202026331740,4,ذكور وإناث,2022-12-07 00:00:00,5000.0,يوجد بدلات,ذوي خبرة
مندوب مبيعات,13/05/1444,شركة المذاق الاخضر المحدودة,خاص,صغيرة فئة ب,التسجيل لتقديم خدمات الحوسبة السحابية,مكة المكرمة,دوام كامل,20202026331660,0,ذكور وإناث,2022-12-07 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
موظف استقبال,13/05/1444,مركز قواة رازان الرياضي,خاص,صغيرة فئة ب,مراكز الاسترخاء والعناية الشخصية,المنطقة الشرقية,دوام كامل,20202026331573,0,ذكور,2022-12-07 00:00:00,3500.0,يوجد بدلات,خريجون جدد
موظف استقبال,13/05/1444,شركة حلول انجي المحدودة,خاص,كبيرة,تركيب شبكات الطاقة الشمسية وصيانتها واصلاحها,المنطقة الشرقية,دوام كامل,20202026331494,0,ذكور وإناث,2022-12-07 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي علاج طبيعي,13/05/1444,مجمع أطباء العناية الطبي شركة شخص واحد,خاص,صغيرة فئة ب,المجمعات الطبية العامة,مكة المكرمة,دوام كامل,20202026331400,0,إناث,2022-12-07 00:00:00,4500.0,يوجد بدلات,خريجون جدد
موظف صندوق محاسبة,12/05/1444,مؤسسة وسام حسين محمد نشار للوجبات السريعة,خاص,صغيرة فئة أ,المطاعم مع الخدمة,مكة المكرمة,دوام كامل,20202026331165,0,ذكور وإناث,2022-12-06 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
موظف استقبال,12/05/1444,شركة إنجاز للتشغيل والصيانة المحدودة (شركة شخص واحد),خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,الرياض,دوام كامل,20202026331082,0,ذكور وإناث,2022-12-06 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
أخصائي تمريض,12/05/1444,شركة عاصمة الإسعاف للخدمات الطبية,خاص,صغيرة فئة ب,مراكز خدمات النقل الاسعافي,مكة المكرمة,دوام كامل,20202026331080,2,ذكور وإناث,2022-12-06 00:00:00,6500.0,لا يوجد بدلات,ذوي خبرة
موظف صندوق محاسبة,12/05/1444,شركة إنجاز للتشغيل والصيانة المحدودة (شركة شخص واحد),خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,الرياض,دوام كامل,20202026331048,0,ذكور وإناث,2022-12-06 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
بائع,12/05/1444,شركة المضخات الحديثة المحدودة,خاص,صغيرة فئة ب,بيع معدات ضخ المياه,الرياض,دوام كامل,20202026330830,0,ذكور,2022-12-06 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
مندوب مبيعات,12/05/1444,مؤسسة رؤية المتقدمة للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة للأجهزة والمعدات والمستلزمات الطبية,مكة المكرمة,دوام كامل,20202026330772,2,إناث,2022-12-06 00:00:00,6000.0,يوجد بدلات,ذوي خبرة
أخصائي تنظيم مؤتمرات وفعاليات,09/05/1444,جمعية قدوة وطن الاجتماعية,خاص,صغيرة فئة أ,الجمعيات والهيئات الدينية,الرياض,دوام كامل,20202026326208,4,إناث,2022-12-03 00:00:00,4000.0,يوجد بدلات,ذوي خبرة
أخصائي إعلامي,09/05/1444,شركة اتقان الأعمال المحدودة (شركة شخص واحد),خاص,صغيرة فئة أ,أنشطة التطهير والتبخير لإبادة الحشرات والقوارض,المنطقة الشرقية,دوام كامل,20202026326200,0,إناث,2022-12-03 00:00:00,8000.0,لا يوجد بدلات,خريجون جدد
محاسب,09/05/1444,شركة هدية الأبنية للمقاولات,خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,مكة المكرمة,دوام كامل,20202026326157,2,إناث,2022-12-03 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
موظف استقبال,09/05/1444,عيادة سحابة البيطرية,خاص,صغيرة فئة أ,أنشطة العيادات البيطرية,المنطقة الشرقية,دوام كامل,20202026326135,2,إناث,2022-12-03 00:00:00,4400.0,لا يوجد بدلات,ذوي خبرة
مدير إعلام رقمي,09/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,مكة المكرمة,دوام كامل,20202026326108,0,ذكور وإناث,2022-12-03 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
أخصائي تسويق,13/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,مكة المكرمة,دوام كامل,20202026326106,0,ذكور وإناث,2022-12-07 00:00:00,5000.0,يوجد بدلات,خريجون جدد
أخصائي خدمة عملاء,09/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,الرياض,دوام كامل,20202026326105,0,ذكور وإناث,2022-12-03 00:00:00,5000.0,يوجد بدلات,خريجون جدد
سائق سيارة,09/05/1444,شركة الاصدقاء الاقوياء لخدمات النقل,خاص,صغيرة فئة ب,أنشطة العيادات البيطرية,مكة المكرمة,دوام كامل,20202026326104,0,ذكور وإناث,2022-12-03 00:00:00,5000.0,يوجد بدلات,خريجون جدد
محلل نظم المعلومات,09/05/1444,مؤسسة العربية الرائدة للمقاولات,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,المنطقة الشرقية,دوام كامل,20202026326086,2,ذكور وإناث,2022-12-03 00:00:00,8000.0,لا يوجد بدلات,ذوي خبرة
مدير فرع,07/05/1444,شركة شوش لتقديم المشروبات,خاص,صغيرة فئة أ,المطاعم مع الخدمة,الرياض,دوام كامل,20202026315730,4,إناث,2022-12-01 00:00:00,5000.0,لا يوجد بدلات,ذوي خبرة
مندوب مبيعات,07/05/1444,مصنع الشارد للحديد,خاص,متوسطة فئة ب,صناعة منتجات من الحديد أو من الصلب ...الخ ، بواسطة السحب أو البثق أو الدرفلة,الرياض,دوام كامل,20202026315715,2,ذكور,2022-12-01 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
مدرب مهني,07/05/1444,شركة خبراء المتحدة للاستشارات الهندسية,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,الرياض,دوام كامل,20202026315707,0,ذكور,2022-12-01 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مدرب أعمال وإدارة,07/05/1444,شركة خبراء المتحدة للاستشارات الهندسية,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,الرياض,دوام كامل,20202026315704,0,ذكور,2022-12-01 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
محامي,07/05/1444,شركة خبراء المتحدة للاستشارات الهندسية,خاص,صغيرة فئة أ,أنشطة الاستشارات الهندسية والمعمارية,الرياض,دوام كامل,20202026315701,4,ذكور وإناث,2022-12-01 00:00:00,4000.0,لا يوجد بدلات,ذوي خبرة
فني صيانة أجهزة إلكترونية,07/05/1444,مجموعةالذيابي للمقاولات,خاص,متوسطة فئة ج,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),الرياض,دوام كامل,20202026315625,0,ذكور وإناث,2022-12-01 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مشرف تنظيف وتدبير,07/05/1444,مجموعةالذيابي للمقاولات,خاص,متوسطة فئة ج,الانشاءات العامة للمباني غير السكنية (مثل المدارس والمستشفيات والفنادق ....الخ),الرياض,دوام كامل,20202026315617,0,ذكور وإناث,2022-12-01 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
كاتب علاقات حكومية,07/05/1444,شركة التكامل التقني للخدمات الصناعية المحدودة,خاص,متوسطة فئة ج,تمديد انابيب النفط والغاز,المنطقة الشرقية,دوام كامل,20202026315459,0,ذكور,2022-12-01 00:00:00,4320.0,لا يوجد بدلات,خريجون جدد
كاتب استعلامات مركز خدمة عملاء,07/05/1444,الشركة السعودية للخدمات الارضية,خاص,عملاقة,أنشطة وكالات شركات الطيران,مكة المكرمة,دوام كامل,20202026315174,0,ذكور وإناث,2022-12-01 00:00:00,4630.0,يوجد بدلات,خريجون جدد
مشغل آلة تعبئة منتجات كيميائية,17/05/1444,فرع شركة التحالف الحديث لتموين الطائرات بالوقود المحدودة,خاص,متوسطة فئة ب,مناولة وقود وزيت الطائرات,المنطقة الشرقية,دوام كامل,20202026336924,0,ذكور,2022-12-11 00:00:00,4375.0,يوجد بدلات,خريجون جدد
سائق حافلة,17/05/1444,شركة هادي حمد آل همام للمقاولات,خاص,كبيرة,إصلاح وصيانة الجسور والأنفاق,المنطقة الشرقية,دوام كامل,20202026336554,0,ذكور,2022-12-11 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
فني معادن,17/05/1444,شركة هادي حمد آل همام للمقاولات,خاص,كبيرة,إصلاح وصيانة الجسور والأنفاق,المنطقة الشرقية,دوام كامل,20202026336532,2,ذكور,2022-12-11 00:00:00,5066.0,لا يوجد بدلات,ذوي خبرة
عامل كاونتر مأكولات ومشروبات,17/05/1444,مؤسسة اركان الغذاء لتقديم الوجبات,خاص,صغيرة فئة ب,المطاعم مع الخدمة,الرياض,دوام كامل,20202026335668,0,ذكور وإناث,2022-12-11 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
عامل كاونتر مأكولات ومشروبات,17/05/1444,شركة تقارير لتقنية المعلومات,خاص,صغيرة فئة أ,المطاعم مع الخدمة,الرياض,دوام كامل,20202026335664,0,ذكور وإناث,2022-12-11 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
سكرتير,16/05/1444,مكتب نبيل محمد محمد القحطاني للمحاماة و الاستشارات القانونية,خاص,صغيرة فئة أ,أنشطة المحاماة والاستشارات القانونية,المنطقة الشرقية,دوام كامل,20202026335480,0,إناث,2022-12-10 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
سكرتير,16/05/1444,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,الباحة,دوام كامل,20202026335366,0,ذكور,2022-12-10 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
فني كهربائي شبكات توزيع هوائية,16/05/1444,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,الباحة,دوام كامل,20202026335365,0,ذكور,2022-12-10 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
مدخل بيانات,16/05/1444,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,متوسطة فئة ب,ترميمات المباني السكنية والغير سكنية,الباحة,دوام كامل,20202026335363,0,ذكور,2022-12-10 00:00:00,4500.0,لا يوجد بدلات,خريجون جدد
بائع عطور,15/05/1444,مؤسسة أبيات العطور للتجارة,خاص,صغيرة فئة ب,البيع بالتجزئة لمستحضرات التجميل وصابون الزينة,حائل,دوام كامل,20202026334999,0,إناث,2022-12-09 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
كاتب استعلامات مركز خدمة عملاء,15/05/1444,الشركة السعودية للخدمات الارضية,خاص,عملاقة,أنشطة وكالات شركات الطيران,مكة المكرمة,دوام كامل,20202026334930,0,إناث,2022-12-09 00:00:00,4630.0,يوجد بدلات,خريجون جدد
أخصائي خدمة عملاء,15/05/1444,الشركة السعودية للخدمات الارضية,خاص,عملاقة,أنشطة وكالات شركات الطيران,مكة المكرمة,دوام كامل,20202026334928,0,إناث,2022-12-09 00:00:00,4630.0,يوجد بدلات,خريجون جدد
كاتب موارد بشرية,15/05/1444,مؤسسة زهره التويم للمقاولات,خاص,صغيرة فئة أ,ترميمات المباني السكنية والغير سكنية,الرياض,دوام كامل,20202026334926,0,ذكور وإناث,2022-12-09 00:00:00,5000.0,لا يوجد بدلات,خريجون جدد
بائع,14/05/1444,مؤسسة ذامأس للتجاره,خاص,صغيرة فئة ب,البيع بالجملة للأدوات الصحية وتمديداتها وسخانات وصهاريج المياه,الرياض,دوام كامل,20202026334701,0,ذكور وإناث,2022-12-08 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مهندس مدني,14/05/1444,مؤسسة إتجاة البناء للمقاولات,خاص,صغيرة فئة ب,الإنشاءات العامة للمباني السكنية,الرياض,دوام كامل,20202026334685,0,ذكور,2022-12-08 00:00:00,7000.0,لا يوجد بدلات,خريجون جدد
محاسب,14/05/1444,مؤسسة ركاز السعودية التجارية,خاص,صغيرة فئة أ,تسجيل علامات تجارية,المنطقة الشرقية,دوام كامل,20202026334507,0,ذكور وإناث,2022-12-08 00:00:00,4000.0,لا يوجد بدلات,خريجون جدد
مساعد طبيب أسنان,14/05/1444,مجمع أطباء العناية الطبي شركة شخص واحد,خاص,صغيرة فئة ب,غير معروف,مكة المكرمة,دوام كامل,20202026334277,0,إناث,2022-12-08 00:00:00,6000.0,يوجد بدلات,خريجون جدد
